Notes,County,County Code,Deaths,Population,Crude Rate,county_fips,Deaths_adjusted,suppression_flag,Crude Rate_adjusted,label
,"Greenlee County, AZ",04011,0,190371,Unreliable,04011,0,0,0.0,0
,"Calhoun County, AR",05013,0,119436,Unreliable,05013,0,0,0.0,0
,"Chicot County, AR",05017,0,263590,Unreliable,05017,0,0,0.0,0
,"Izard County, AR",05065,0,296796,Unreliable,05065,0,0,0.0,0
,"Marion County, AR",05089,0,362368,Unreliable,05089,0,0,0.0,0
,"Pike County, AR",05109,0,244351,Unreliable,05109,0,0,0.0,0
,"Stone County, AR",05137,0,268468,Unreliable,05137,0,0,0.0,0
,"Alpine County, CA",06003,0,25841,Unreliable,06003,0,0,0.0,0
,"Modoc County, CA",06049,0,204380,Unreliable,06049,0,0,0.0,0
,"Mono County, CA",06051,0,303763,Unreliable,06051,0,0,0.0,0
,"Sierra County, CA",06091,0,71033,Unreliable,06091,0,0,0.0,0
,"Trinity County, CA",06105,0,289753,Unreliable,06105,0,0,0.0,0
,"Alamosa County, CO",08003,0,344932,Unreliable,08003,0,0,0.0,0
,"Bent County, CO",08011,0,130723,Unreliable,08011,0,0,0.0,0
,"Chaffee County, CO",08015,0,395724,Unreliable,08015,0,0,0.0,0
,"Cheyenne County, CO",08017,0,42595,Unreliable,08017,0,0,0.0,0
,"Clear Creek County, CO",08019,0,204086,Unreliable,08019,0,0,0.0,0
,"Conejos County, CO",08021,0,181612,Unreliable,08021,0,0,0.0,0
,"Costilla County, CO",08023,0,80119,Unreliable,08023,0,0,0.0,0
,"Crowley County, CO",08025,0,124927,Unreliable,08025,0,0,0.0,0
,"Custer County, CO",08027,0,92985,Unreliable,08027,0,0,0.0,0
,"Delta County, CO",08029,0,657926,Unreliable,08029,0,0,0.0,0
,"Dolores County, CO",08033,0,43466,Unreliable,08033,0,0,0.0,0
,"Elbert County, CO",08039,0,511734,Unreliable,08039,0,0,0.0,0
,"Gilpin County, CO",08047,0,117699,Unreliable,08047,0,0,0.0,0
,"Grand County, CO",08049,0,313279,Unreliable,08049,0,0,0.0,0
,"Gunnison County, CO",08051,0,338857,Unreliable,08051,0,0,0.0,0
,"Hinsdale County, CO",08053,0,17760,Unreliable,08053,0,0,0.0,0
,"Jackson County, CO",08057,0,31417,Unreliable,08057,0,0,0.0,0
,"Kiowa County, CO",08061,0,31910,Unreliable,08061,0,0,0.0,0
,"Kit Carson County, CO",08063,0,174246,Unreliable,08063,0,0,0.0,0
,"Lake County, CO",08065,0,166318,Unreliable,08065,0,0,0.0,0
,"Las Animas County, CO",08071,0,330335,Unreliable,08071,0,0,0.0,0
,"Lincoln County, CO",08073,0,124287,Unreliable,08073,0,0,0.0,0
,"Logan County, CO",08075,0,482249,Unreliable,08075,0,0,0.0,0
,"Mineral County, CO",08079,0,16923,Unreliable,08079,0,0,0.0,0
,"Montezuma County, CO",08083,0,555015,Unreliable,08083,0,0,0.0,0
,"Montrose County, CO",08085,0,862399,Unreliable,08085,0,0,0.0,0
,"Otero County, CO",08089,0,417535,Unreliable,08089,0,0,0.0,0
,"Ouray County, CO",08091,0,95737,Unreliable,08091,0,0,0.0,0
,"Park County, CO",08093,0,361777,Unreliable,08093,0,0,0.0,0
,"Phillips County, CO",08095,0,96585,Unreliable,08095,0,0,0.0,0
,"Pitkin County, CO",08097,0,364238,Unreliable,08097,0,0,0.0,0
,"Rio Blanco County, CO",08103,0,139909,Unreliable,08103,0,0,0.0,0
,"Rio Grande County, CO",08105,0,260984,Unreliable,08105,0,0,0.0,0
,"San Juan County, CO",08111,0,14628,Unreliable,08111,0,0,0.0,0
,"Sedgwick County, CO",08115,0,54020,Unreliable,08115,0,0,0.0,0
,"Summit County, CO",08117,0,605919,Unreliable,08117,0,0,0.0,0
,"Teller County, CO",08119,0,504406,Unreliable,08119,0,0,0.0,0
,"Yuma County, CO",08125,0,219173,Unreliable,08125,0,0,0.0,0
,"Tolland County, CT",09013,0,3260464,Unreliable,09013,0,0,0.0,0
,"Bradford County, FL",12007,0,605265,Unreliable,12007,0,0,0.0,0
,"Calhoun County, FL",12013,0,308906,Unreliable,12013,0,0,0.0,0
,"DeSoto County, FL",12027,0,763370,Unreliable,12027,0,0,0.0,0
,"Dixie County, FL",12029,0,345644,Unreliable,12029,0,0,0.0,0
,"Franklin County, FL",12037,0,247592,Unreliable,12037,0,0,0.0,0
,"Gulf County, FL",12045,0,336409,Unreliable,12045,0,0,0.0,0
,"Hamilton County, FL",12047,0,313203,Unreliable,12047,0,0,0.0,0
,"Lafayette County, FL",12067,0,180397,Unreliable,12067,0,0,0.0,0
,"Liberty County, FL",12077,0,175417,Unreliable,12077,0,0,0.0,0
,"Okeechobee County, FL",12093,0,864409,Unreliable,12093,0,0,0.0,0
,"Taylor County, FL",12123,0,470359,Unreliable,12123,0,0,0.0,0
,"Union County, FL",12125,0,326316,Unreliable,12125,0,0,0.0,0
,"Baker County, GA",13007,0,78206,Unreliable,13007,0,0,0.0,0
,"Banks County, GA",13011,0,383297,Unreliable,13011,0,0,0.0,0
,"Brooks County, GA",13027,0,350887,Unreliable,13027,0,0,0.0,0
,"Bryan County, GA",13029,0,675116,Unreliable,13029,0,0,0.0,0
,"Calhoun County, GA",13037,0,140673,Unreliable,13037,0,0,0.0,0
,"Catoosa County, GA",13047,0,1369510,Unreliable,13047,0,0,0.0,0
,"Charlton County, GA",13049,0,268841,Unreliable,13049,0,0,0.0,0
,"Chattahoochee County, GA",13053,0,281265,Unreliable,13053,0,0,0.0,0
,"Clay County, GA",13061,0,69325,Unreliable,13061,0,0,0.0,0
,"Clinch County, GA",13065,0,149937,Unreliable,13065,0,0,0.0,0
,"Crawford County, GA",13079,0,276326,Unreliable,13079,0,0,0.0,0
,"Crisp County, GA",13081,0,500184,Unreliable,13081,0,0,0.0,0
,"Dodge County, GA",13091,0,455033,Unreliable,13091,0,0,0.0,0
,"Early County, GA",13099,0,244983,Unreliable,13099,0,0,0.0,0
,"Elbert County, GA",13105,0,439980,Unreliable,13105,0,0,0.0,0
,"Forsyth County, GA",13117,0,3786718,Unreliable,13117,0,0,0.0,0
,"Gilmer County, GA",13123,0,611750,Unreliable,13123,0,0,0.0,0
,"Glascock County, GA",13125,0,63952,Unreliable,13125,0,0,0.0,0
,"Grady County, GA",13131,0,539760,Unreliable,13131,0,0,0.0,0
,"Greene County, GA",13133,0,354225,Unreliable,13133,0,0,0.0,0
,"Hancock County, GA",13141,0,204138,Unreliable,13141,0,0,0.0,0
,"Haralson County, GA",13143,0,620646,Unreliable,13143,0,0,0.0,0
,"Harris County, GA",13145,0,669540,Unreliable,13145,0,0,0.0,0
,"Hart County, GA",13147,0,546184,Unreliable,13147,0,0,0.0,0
,"Jasper County, GA",13159,0,291242,Unreliable,13159,0,0,0.0,0
,"Jeff Davis County, GA",13161,0,314783,Unreliable,13161,0,0,0.0,0
,"Lamar County, GA",13171,0,388446,Unreliable,13171,0,0,0.0,0
,"Lanier County, GA",13173,0,203917,Unreliable,13173,0,0,0.0,0
,"Lee County, GA",13177,0,610356,Unreliable,13177,0,0,0.0,0
,"Lincoln County, GA",13181,0,177130,Unreliable,13181,0,0,0.0,0
,"Long County, GA",13183,0,320097,Unreliable,13183,0,0,0.0,0
,"Lumpkin County, GA",13187,0,625283,Unreliable,13187,0,0,0.0,0
,"Meriwether County, GA",13199,0,482353,Unreliable,13199,0,0,0.0,0
,"Miller County, GA",13201,0,133213,Unreliable,13201,0,0,0.0,0
,"Mitchell County, GA",13205,0,509481,Unreliable,13205,0,0,0.0,0
,"Monroe County, GA",13207,0,560508,Unreliable,13207,0,0,0.0,0
,"Montgomery County, GA",13209,0,196472,Unreliable,13209,0,0,0.0,0
,"Morgan County, GA",13211,0,385535,Unreliable,13211,0,0,0.0,0
,"Murray County, GA",13213,0,862070,Unreliable,13213,0,0,0.0,0
,"Oglethorpe County, GA",13221,0,313308,Unreliable,13221,0,0,0.0,0
,"Pierce County, GA",13229,0,395508,Unreliable,13229,0,0,0.0,0
,"Pike County, GA",13231,0,370518,Unreliable,13231,0,0,0.0,0
,"Quitman County, GA",13239,0,53794,Unreliable,13239,0,0,0.0,0
,"Rabun County, GA",13241,0,355092,Unreliable,13241,0,0,0.0,0
,"Randolph County, GA",13243,0,164060,Unreliable,13243,0,0,0.0,0
,"Schley County, GA",13249,0,102772,Unreliable,13249,0,0,0.0,0
,"Screven County, GA",13251,0,321124,Unreliable,13251,0,0,0.0,0
,"Spalding County, GA",13255,0,1383852,Unreliable,13255,0,0,0.0,0
,"Stewart County, GA",13259,0,127677,Unreliable,13259,0,0,0.0,0
,"Talbot County, GA",13263,0,144880,Unreliable,13263,0,0,0.0,0
,"Taliaferro County, GA",13265,0,39253,Unreliable,13265,0,0,0.0,0
,"Taylor County, GA",13269,0,188888,Unreliable,13269,0,0,0.0,0
,"Telfair County, GA",13271,0,333334,Unreliable,13271,0,0,0.0,0
,"Treutlen County, GA",13283,0,149844,Unreliable,13283,0,0,0.0,0
,"Twiggs County, GA",13289,0,202919,Unreliable,13289,0,0,0.0,0
,"Webster County, GA",13307,0,57392,Unreliable,13307,0,0,0.0,0
,"White County, GA",13311,0,576116,Unreliable,13311,0,0,0.0,0
,"Wilkinson County, GA",13319,0,210922,Unreliable,13319,0,0,0.0,0
,"Worth County, GA",13321,0,470342,Unreliable,13321,0,0,0.0,0
,"Kalawao County, HI",15005,0,2315,Unreliable,15005,0,0,0.0,0
,"Kauai County, HI",15007,0,1457035,Unreliable,15007,0,0,0.0,0
,"Adams County, ID",16003,0,85377,Unreliable,16003,0,0,0.0,0
,"Bannock County, ID",16005,0,1788929,Unreliable,16005,0,0,0.0,0
,"Bear Lake County, ID",16007,0,134048,Unreliable,16007,0,0,0.0,0
,"Benewah County, ID",16009,0,201291,Unreliable,16009,0,0,0.0,0
,"Boise County, ID",16015,0,155651,Unreliable,16015,0,0,0.0,0
,"Boundary County, ID",16021,0,238788,Unreliable,16021,0,0,0.0,0
,"Butte County, ID",16023,0,60509,Unreliable,16023,0,0,0.0,0
,"Caribou County, ID",16029,0,154047,Unreliable,16029,0,0,0.0,0
,"Clark County, ID",16033,0,20196,Unreliable,16033,0,0,0.0,0
,"Custer County, ID",16037,0,93011,Unreliable,16037,0,0,0.0,0
,"Fremont County, ID",16043,0,280721,Unreliable,16043,0,0,0.0,0
,"Idaho County, ID",16049,0,352049,Unreliable,16049,0,0,0.0,0
,"Jefferson County, ID",16051,0,542799,Unreliable,16051,0,0,0.0,0
,"Jerome County, ID",16053,0,470952,Unreliable,16053,0,0,0.0,0
,"Latah County, ID",16057,0,821499,Unreliable,16057,0,0,0.0,0
,"Lewis County, ID",16061,0,83106,Unreliable,16061,0,0,0.0,0
,"Lincoln County, ID",16063,0,108107,Unreliable,16063,0,0,0.0,0
,"Madison County, ID",16065,0,775506,Unreliable,16065,0,0,0.0,0
,"Minidoka County, ID",16067,0,440507,Unreliable,16067,0,0,0.0,0
,"Oneida County, ID",16071,0,93380,Unreliable,16071,0,0,0.0,0
,"Power County, ID",16077,0,167084,Unreliable,16077,0,0,0.0,0
,"Valley County, ID",16085,0,209335,Unreliable,16085,0,0,0.0,0
,"Bond County, IL",17005,0,384197,Unreliable,17005,0,0,0.0,0
,"Brown County, IL",17009,0,150664,Unreliable,17009,0,0,0.0,0
,"Carroll County, IL",17015,0,338918,Unreliable,17015,0,0,0.0,0
,"Clark County, IL",17023,0,359360,Unreliable,17023,0,0,0.0,0
,"Coles County, IL",17029,0,1161928,Unreliable,17029,0,0,0.0,0
,"Cumberland County, IL",17035,0,242144,Unreliable,17035,0,0,0.0,0
,"DeKalb County, IL",17037,0,2214999,Unreliable,17037,0,0,0.0,0
,"Edwards County, IL",17047,0,146969,Unreliable,17047,0,0,0.0,0
,"Fayette County, IL",17051,0,479274,Unreliable,17051,0,0,0.0,0
,"Greene County, IL",17061,0,304782,Unreliable,17061,0,0,0.0,0
,"Hamilton County, IL",17065,0,184252,Unreliable,17065,0,0,0.0,0
,"Hancock County, IL",17067,0,418275,Unreliable,17067,0,0,0.0,0
,"Hardin County, IL",17069,0,95728,Unreliable,17069,0,0,0.0,0
,"Henderson County, IL",17071,0,162299,Unreliable,17071,0,0,0.0,0
,"Jackson County, IL",17077,0,1303329,Unreliable,17077,0,0,0.0,0
,"Jasper County, IL",17079,0,215050,Unreliable,17079,0,0,0.0,0
,"Jersey County, IL",17083,0,491226,Unreliable,17083,0,0,0.0,0
,"Jo Daviess County, IL",17085,0,490400,Unreliable,17085,0,0,0.0,0
,"Lawrence County, IL",17101,0,359121,Unreliable,17101,0,0,0.0,0
,"Menard County, IL",17129,0,275543,Unreliable,17129,0,0,0.0,0
,"Mercer County, IL",17131,0,358983,Unreliable,17131,0,0,0.0,0
,"Montgomery County, IL",17135,0,654861,Unreliable,17135,0,0,0.0,0
,"Moultrie County, IL",17139,0,321799,Unreliable,17139,0,0,0.0,0
,"Perry County, IL",17145,0,487165,Unreliable,17145,0,0,0.0,0
,"Piatt County, IL",17147,0,362908,Unreliable,17147,0,0,0.0,0
,"Pope County, IL",17151,0,95251,Unreliable,17151,0,0,0.0,0
,"Pulaski County, IL",17153,0,136928,Unreliable,17153,0,0,0.0,0
,"Putnam County, IL",17155,0,129901,Unreliable,17155,0,0,0.0,0
,"Schuyler County, IL",17169,0,159600,Unreliable,17169,0,0,0.0,0
,"Stark County, IL",17175,0,130587,Unreliable,17175,0,0,0.0,0
,"Stephenson County, IL",17177,0,1036477,Unreliable,17177,0,0,0.0,0
,"Wabash County, IL",17185,0,265092,Unreliable,17185,0,0,0.0,0
,"Wayne County, IL",17191,0,367697,Unreliable,17191,0,0,0.0,0
,"Whiteside County, IL",17195,0,1279437,Unreliable,17195,0,0,0.0,0
,"Benton County, IN",18007,0,195735,Unreliable,18007,0,0,0.0,0
,"Carroll County, IN",18015,0,442953,Unreliable,18015,0,0,0.0,0
,"Crawford County, IN",18025,0,236358,Unreliable,18025,0,0,0.0,0
,"Daviess County, IN",18027,0,693459,Unreliable,18027,0,0,0.0,0
,"Decatur County, IN",18031,0,566558,Unreliable,18031,0,0,0.0,0
,"De Kalb County, IN",18033,0,923126,Unreliable,18033,0,0,0.0,0
,"Fayette County, IN",18041,0,532659,Unreliable,18041,0,0,0.0,0
,"Fountain County, IN",18045,0,377596,Unreliable,18045,0,0,0.0,0
,"Fulton County, IN",18049,0,449884,Unreliable,18049,0,0,0.0,0
,"Hamilton County, IN",18057,0,5871156,Unreliable,18057,0,0,0.0,0
,"Henry County, IN",18065,0,1069583,Unreliable,18065,0,0,0.0,0
,"Jay County, IN",18075,0,469154,Unreliable,18075,0,0,0.0,0
,"Jefferson County, IN",18077,0,707920,Unreliable,18077,0,0,0.0,0
,"Marshall County, IN",18099,0,1021588,Unreliable,18099,0,0,0.0,0
,"Miami County, IN",18103,0,802779,Unreliable,18103,0,0,0.0,0
,"Newton County, IN",18111,0,313091,Unreliable,18111,0,0,0.0,0
,"Noble County, IN",18113,0,1041021,Unreliable,18113,0,0,0.0,0
,"Ohio County, IN",18115,0,129987,Unreliable,18115,0,0,0.0,0
,"Owen County, IN",18119,0,472516,Unreliable,18119,0,0,0.0,0
,"Parke County, IN",18121,0,378382,Unreliable,18121,0,0,0.0,0
,"Pike County, IN",18125,0,280677,Unreliable,18125,0,0,0.0,0
,"Pulaski County, IN",18131,0,291512,Unreliable,18131,0,0,0.0,0
,"Randolph County, IN",18135,0,572008,Unreliable,18135,0,0,0.0,0
,"Ripley County, IN",18137,0,619301,Unreliable,18137,0,0,0.0,0
,"Steuben County, IN",18151,0,748849,Unreliable,18151,0,0,0.0,0
,"Switzerland County, IN",18155,0,224829,Unreliable,18155,0,0,0.0,0
,"Tipton County, IN",18159,0,349935,Unreliable,18159,0,0,0.0,0
,"Union County, IN",18161,0,160859,Unreliable,18161,0,0,0.0,0
,"Vermillion County, IN",18165,0,355456,Unreliable,18165,0,0,0.0,0
,"Warren County, IN",18171,0,185460,Unreliable,18171,0,0,0.0,0
,"Wells County, IN",18179,0,612259,Unreliable,18179,0,0,0.0,0
,"White County, IN",18181,0,542679,Unreliable,18181,0,0,0.0,0
,"Whitley County, IN",18183,0,720606,Unreliable,18183,0,0,0.0,0
,"Adair County, IA",19001,0,168215,Unreliable,19001,0,0,0.0,0
,"Allamakee County, IA",19005,0,312152,Unreliable,19005,0,0,0.0,0
,"Bremer County, IA",19017,0,533493,Unreliable,19017,0,0,0.0,0
,"Buchanan County, IA",19019,0,462512,Unreliable,19019,0,0,0.0,0
,"Calhoun County, IA",19025,0,221820,Unreliable,19025,0,0,0.0,0
,"Cass County, IA",19029,0,303229,Unreliable,19029,0,0,0.0,0
,"Cerro Gordo County, IA",19033,0,972019,Unreliable,19033,0,0,0.0,0
,"Cherokee County, IA",19035,0,265536,Unreliable,19035,0,0,0.0,0
,"Clayton County, IA",19043,0,397050,Unreliable,19043,0,0,0.0,0
,"Crawford County, IA",19047,0,374478,Unreliable,19047,0,0,0.0,0
,"Davis County, IA",19051,0,192097,Unreliable,19051,0,0,0.0,0
,"Decatur County, IA",19053,0,183721,Unreliable,19053,0,0,0.0,0
,"Delaware County, IA",19055,0,389985,Unreliable,19055,0,0,0.0,0
,"Dickinson County, IA",19059,0,369672,Unreliable,19059,0,0,0.0,0
,"Emmet County, IA",19063,0,224229,Unreliable,19063,0,0,0.0,0
,"Fayette County, IA",19065,0,458183,Unreliable,19065,0,0,0.0,0
,"Franklin County, IA",19069,0,231459,Unreliable,19069,0,0,0.0,0
,"Greene County, IA",19073,0,208442,Unreliable,19073,0,0,0.0,0
,"Grundy County, IA",19075,0,271971,Unreliable,19075,0,0,0.0,0
,"Hancock County, IA",19081,0,250085,Unreliable,19081,0,0,0.0,0
,"Hardin County, IA",19083,0,389057,Unreliable,19083,0,0,0.0,0
,"Harrison County, IA",19085,0,326568,Unreliable,19085,0,0,0.0,0
,"Howard County, IA",19089,0,210663,Unreliable,19089,0,0,0.0,0
,"Humboldt County, IA",19091,0,217199,Unreliable,19091,0,0,0.0,0
,"Ida County, IA",19093,0,159146,Unreliable,19093,0,0,0.0,0
,"Jefferson County, IA",19101,0,373748,Unreliable,19101,0,0,0.0,0
,"Keokuk County, IA",19107,0,233931,Unreliable,19107,0,0,0.0,0
,"Louisa County, IA",19115,0,255218,Unreliable,19115,0,0,0.0,0
,"Lucas County, IA",19117,0,198257,Unreliable,19117,0,0,0.0,0
,"Lyon County, IA",19119,0,257258,Unreliable,19119,0,0,0.0,0
,"Marion County, IA",19125,0,726779,Unreliable,19125,0,0,0.0,0
,"Mitchell County, IA",19131,0,236881,Unreliable,19131,0,0,0.0,0
,"Monroe County, IA",19135,0,174501,Unreliable,19135,0,0,0.0,0
,"Montgomery County, IA",19137,0,237004,Unreliable,19137,0,0,0.0,0
,"Muscatine County, IA",19139,0,932896,Unreliable,19139,0,0,0.0,0
,"O'Brien County, IA",19141,0,315618,Unreliable,19141,0,0,0.0,0
,"Osceola County, IA",19143,0,142536,Unreliable,19143,0,0,0.0,0
,"Palo Alto County, IA",19147,0,207924,Unreliable,19147,0,0,0.0,0
,"Ringgold County, IA",19159,0,113659,Unreliable,19159,0,0,0.0,0
,"Shelby County, IA",19165,0,269807,Unreliable,19165,0,0,0.0,0
,"Sioux County, IA",19167,0,738745,Unreliable,19167,0,0,0.0,0
,"Tama County, IA",19171,0,389045,Unreliable,19171,0,0,0.0,0
,"Taylor County, IA",19173,0,141385,Unreliable,19173,0,0,0.0,0
,"Union County, IA",19175,0,271727,Unreliable,19175,0,0,0.0,0
,"Van Buren County, IA",19177,0,165021,Unreliable,19177,0,0,0.0,0
,"Washington County, IA",19183,0,476121,Unreliable,19183,0,0,0.0,0
,"Wayne County, IA",19185,0,142500,Unreliable,19185,0,0,0.0,0
,"Winnebago County, IA",19189,0,240757,Unreliable,19189,0,0,0.0,0
,"Winneshiek County, IA",19191,0,458497,Unreliable,19191,0,0,0.0,0
,"Worth County, IA",19195,0,167773,Unreliable,19195,0,0,0.0,0
,"Anderson County, KS",20003,0,176314,Unreliable,20003,0,0,0.0,0
,"Barber County, KS",20007,0,107385,Unreliable,20007,0,0,0.0,0
,"Brown County, KS",20013,0,220604,Unreliable,20013,0,0,0.0,0
,"Chase County, KS",20017,0,61935,Unreliable,20017,0,0,0.0,0
,"Cheyenne County, KS",20023,0,61900,Unreliable,20023,0,0,0.0,0
,"Clark County, KS",20025,0,48517,Unreliable,20025,0,0,0.0,0
,"Coffey County, KS",20031,0,187842,Unreliable,20031,0,0,0.0,0
,"Comanche County, KS",20033,0,41354,Unreliable,20033,0,0,0.0,0
,"Doniphan County, KS",20043,0,174159,Unreliable,20043,0,0,0.0,0
,"Elk County, KS",20049,0,62825,Unreliable,20049,0,0,0.0,0
,"Ellsworth County, KS",20053,0,140657,Unreliable,20053,0,0,0.0,0
,"Gove County, KS",20063,0,61166,Unreliable,20063,0,0,0.0,0
,"Graham County, KS",20065,0,58826,Unreliable,20065,0,0,0.0,0
,"Gray County, KS",20069,0,131110,Unreliable,20069,0,0,0.0,0
,"Greeley County, KS",20071,0,28979,Unreliable,20071,0,0,0.0,0
,"Hamilton County, KS",20075,0,57570,Unreliable,20075,0,0,0.0,0
,"Harper County, KS",20077,0,131724,Unreliable,20077,0,0,0.0,0
,"Haskell County, KS",20081,0,91468,Unreliable,20081,0,0,0.0,0
,"Jewell County, KS",20089,0,70028,Unreliable,20089,0,0,0.0,0
,"Kearny County, KS",20093,0,89498,Unreliable,20093,0,0,0.0,0
,"Lane County, KS",20101,0,39306,Unreliable,20101,0,0,0.0,0
,"Lincoln County, KS",20105,0,72067,Unreliable,20105,0,0,0.0,0
,"Linn County, KS",20107,0,213032,Unreliable,20107,0,0,0.0,0
,"Logan County, KS",20109,0,62647,Unreliable,20109,0,0,0.0,0
,"Marion County, KS",20115,0,277165,Unreliable,20115,0,0,0.0,0
,"Marshall County, KS",20117,0,223745,Unreliable,20117,0,0,0.0,0
,"Meade County, KS",20119,0,97570,Unreliable,20119,0,0,0.0,0
,"Mitchell County, KS",20123,0,140969,Unreliable,20123,0,0,0.0,0
,"Nemaha County, KS",20131,0,226585,Unreliable,20131,0,0,0.0,0
,"Norton County, KS",20137,0,124498,Unreliable,20137,0,0,0.0,0
,"Osborne County, KS",20141,0,85897,Unreliable,20141,0,0,0.0,0
,"Ottawa County, KS",20143,0,132786,Unreliable,20143,0,0,0.0,0
,"Pawnee County, KS",20145,0,151537,Unreliable,20145,0,0,0.0,0
,"Pratt County, KS",20151,0,211218,Unreliable,20151,0,0,0.0,0
,"Rawlins County, KS",20153,0,58411,Unreliable,20153,0,0,0.0,0
,"Republic County, KS",20157,0,111537,Unreliable,20157,0,0,0.0,0
,"Rush County, KS",20165,0,72019,Unreliable,20165,0,0,0.0,0
,"Scott County, KS",20171,0,108040,Unreliable,20171,0,0,0.0,0
,"Sherman County, KS",20181,0,135063,Unreliable,20181,0,0,0.0,0
,"Smith County, KS",20183,0,86890,Unreliable,20183,0,0,0.0,0
,"Stafford County, KS",20185,0,97102,Unreliable,20185,0,0,0.0,0
,"Stanton County, KS",20187,0,48461,Unreliable,20187,0,0,0.0,0
,"Stevens County, KS",20189,0,122501,Unreliable,20189,0,0,0.0,0
,"Sumner County, KS",20191,0,532582,Unreliable,20191,0,0,0.0,0
,"Thomas County, KS",20193,0,173643,Unreliable,20193,0,0,0.0,0
,"Trego County, KS",20195,0,66049,Unreliable,20195,0,0,0.0,0
,"Wabaunsee County, KS",20197,0,152429,Unreliable,20197,0,0,0.0,0
,"Wallace County, KS",20199,0,34242,Unreliable,20199,0,0,0.0,0
,"Wichita County, KS",20203,0,49977,Unreliable,20203,0,0,0.0,0
,"Woodson County, KS",20207,0,74059,Unreliable,20207,0,0,0.0,0
,"Anderson County, KY",21005,0,463227,Unreliable,21005,0,0,0.0,0
,"Ballard County, KY",21007,0,179876,Unreliable,21007,0,0,0.0,0
,"Bourbon County, KY",21017,0,436551,Unreliable,21017,0,0,0.0,0
,"Breathitt County, KY",21025,0,311125,Unreliable,21025,0,0,0.0,0
,"Butler County, KY",21031,0,282907,Unreliable,21031,0,0,0.0,0
,"Calloway County, KY",21035,0,811269,Unreliable,21035,0,0,0.0,0
,"Carlisle County, KY",21039,0,111531,Unreliable,21039,0,0,0.0,0
,"Carter County, KY",21043,0,601019,Unreliable,21043,0,0,0.0,0
,"Casey County, KY",21045,0,348433,Unreliable,21045,0,0,0.0,0
,"Clinton County, KY",21053,0,221126,Unreliable,21053,0,0,0.0,0
,"Crittenden County, KY",21055,0,202437,Unreliable,21055,0,0,0.0,0
,"Estill County, KY",21065,0,322917,Unreliable,21065,0,0,0.0,0
,"Green County, KY",21087,0,248195,Unreliable,21087,0,0,0.0,0
,"Greenup County, KY",21089,0,800949,Unreliable,21089,0,0,0.0,0
,"Hancock County, KY",21091,0,188925,Unreliable,21091,0,0,0.0,0
,"Harlan County, KY",21095,0,645472,Unreliable,21095,0,0,0.0,0
,"Jackson County, KY",21109,0,296252,Unreliable,21109,0,0,0.0,0
,"Larue County, KY",21123,0,307265,Unreliable,21123,0,0,0.0,0
